"Zika_gene_id"	"Zika_bnumber"	"Zika_symbol"	"Zika_essentiality"	"Zika_product"	"Zika_start"	"Zika_stop"	"Zika_strand"	"Zika_type"	"Zika_TF"	"Zika_parsed_bnum"
2897	"b3024"	"ygiW"	NA	"BOF family protein YgiW"	3169284	3169676	"-"	"CDS"	NA	"b3024"
2898	"b3026"	"qseC"	NA	"sensory histidine kinase QseC"	3170484	3171833	"+"	"CDS"	NA	"b3026"
2899	"b3027"	"ygiZ"	NA	"conserved inner membrane protein YgiZ"	3171879	3172211	"-"	"CDS"	NA	"b3027"
2900	"b3028"	"mdaB"	NA	"NADPH:quinone oxidoreductase MdaB"	3172530	3173111	"+"	"CDS"	NA	"b3028"
2901	"b3030"	"parE"	NA	"DNA topoisomerase IV subunit B"	3173504	3175396	"-"	"CDS"	NA	"b3030"
2902	"b3031"	"yqiA"	NA	"esterase YqiA"	3175425	3176006	"-"	"CDS"	NA	"b3031"
2903	"b3032"	"cpdA"	NA	"cAMP phosphodiesterase"	3176006	3176833	"-"	"CDS"	NA	"b3032"
2904	"b3033"	"yqiB"	NA	"DUF1249 domain-containing protein YqiB"	3176858	3177280	"-"	"CDS"	NA	"b3033"
2905	"b3034"	"nudF"	NA	"ADP-sugar pyrophosphatase"	3177281	3177910	"-"	"CDS"	NA	"b3034"
2906	"b3035"	"tolC"	NA	"outer membrane channel TolC"	3178115	3179596	"+"	"CDS"	NA	"b3035"
2907	"b3037"	"ygiB"	NA	"DUF1190 domain-containing protein YgiB"	3179744	3180415	"+"	"CDS"	NA	"b3037"
2908	"b3038"	"ygiC"	NA	"putative enzyme with ATPase activity"	3180421	3181581	"+"	"CDS"	NA	"b3038"
2909	"b3039"	"ygiD"	NA	"4,5-DOPA dioxygenase extradiol"	3181619	3182434	"-"	"CDS"	NA	"b3039"
2910	"b3040"	"zupT"	NA	"heavy metal divalent cation transporter ZupT"	3182550	3183323	"+"	"CDS"	NA	"b3040"
2911	"b3041"	"ribB"	NA	"3,4-dihydroxy-2-butanone-4-phosphate synthase"	3183813	3184466	"-"	"CDS"	0	"b3041"
2912	"b3043"	"ygiL"	NA	"putative fimbrial protein YgiL"	3185414	3185965	"+"	"CDS"	NA	"b3043"
2913	"b3047"	"yqiH"	NA	"putative fimbrial chaperone YqiH"	3189881	3190630	"+"	"CDS"	NA	"b3047"
2914	"b3048"	"yqiI"	NA	"putative fimbrial protein YqiI"	3190632	3191696	"+"	"CDS"	NA	"b3048"
2915	"b3049"	"glgS"	NA	"surface composition regulator"	3191739	3191939	"-"	"CDS"	NA	"b3049"
2916	"b3050"	"yqiJ"	NA	"putative inner membrane protein"	3192208	3192837	"+"	"CDS"	NA	"b3050"
2917	"b3051"	"yqiK"	NA	"protein YqiK"	3192864	3194525	"+"	"CDS"	NA	"b3051"
2918	"b4664"	"ibsD"	NA	"putative toxic peptide IbsD"	3194766	3194825	"+"	"CDS"	NA	"b4664"
2919	"b4666"	"ibsE"	NA	"toxic peptide IbsE"	3195141	3195200	"+"	"CDS"	NA	"b4666"
2920	"b3052"	"hldE"	NA	"fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase"	3195320	3196753	"-"	"CDS"	NA	"b3052"
2921	"b3053"	"glnE"	NA	"fused glutamine synthetase deadenylase/glutamine synthetase adenylyltransferase"	3196801	3199641	"-"	"CDS"	NA	"b3053"
2922	"b3054"	"ygiF"	NA	"inorganic triphosphatase"	3199664	3200965	"-"	"CDS"	NA	"b3054"
2923	"b3055"	"ygiM"	NA	"putative signal transduction protein (SH3 domain)"	3201207	3201827	"+"	"CDS"	NA	"b3055"
2924	"b3056"	"cca"	NA	"fused tRNA nucleotidyltransferase/2,3-cyclic phosphodiesterase/2 nucleotidase and phosphatase"	3201891	3203129	"+"	"CDS"	NA	"b3056"
2925	"b3057"	"bacA"	NA	"undecaprenyl pyrophosphate phosphatase"	3203310	3204131	"-"	"CDS"	NA	"b3057"
2926	"b3058"	"folB"	NA	"dihydroneopterin aldolase"	3204221	3204589	"-"	"CDS"	NA	"b3058"
2927	"b3059"	"plsY"	NA	"putative glycerol-3-phosphate acyltransferase"	3204694	3205311	"+"	"CDS"	NA	"b3059"
2928	"b3061"	"ttdA"	NA	"L(+)-tartrate dehydratase subunit alpha"	3206463	3207374	"+"	"CDS"	NA	"b3061"
2929	"b3062"	"ttdB"	NA	"L(+)-tartrate dehydratase subunit beta"	3207371	3207976	"+"	"CDS"	NA	"b3062"
2930	"b3063"	"ttdT"	NA	"L-tartrate:succinate antiporter"	3208024	3209487	"+"	"CDS"	NA	"b3063"
2931	"b3064"	"tsaD"	NA	"N(6)-L-threonylcarbamoyladenine synthase, TsaD subunit"	3209530	3210543	"-"	"CDS"	NA	"b3064"
2932	"b3065"	"rpsU"	NA	"30S ribosomal subunit protein S21"	3210781	3210996	"+"	"CDS"	NA	"b3065"
2933	"b3066"	"dnaG"	NA	"DNA primase"	3211107	3212852	"+"	"CDS"	NA	"b3066"
2934	"b3067"	"rpoD"	NA	"RNA polymerase, sigma 70 (sigma D) factor"	3213047	3214888	"+"	"CDS"	NA	"b3067"
2935	"b3068"	"mug"	NA	"stationary phase mismatch/uracil DNA glycosylase"	3214967	3215473	"-"	"CDS"	NA	"b3068"
2936	"b3070"	"yqjH"	NA	"NADPH-dependent ferric chelate reductase"	3215727	3216491	"-"	"CDS"	NA	"b3070"
2937	"b3072"	"aer"	NA	"aerotaxis sensor receptor, flavoprotein"	3217556	3219076	"-"	"CDS"	NA	"b3072"
2938	"b3073"	"patA"	NA	"putrescine aminotransferase"	3219494	3220873	"+"	"CDS"	NA	"b3073"
2939	"b3074"	"ygjH"	NA	"putative tRNA-binding protein YgjH"	3220915	3221247	"-"	"CDS"	NA	"b3074"
2940	"b3076"	"ebgA"	NA	"evolved beta-D-galactosidase subunit alpha"	3222633	3225725	"+"	"CDS"	NA	"b3076"
2941	"b3077"	"ebgC"	NA	"DUF386 domain-containing evolved beta-D-galactosidase subunit beta"	3225722	3226171	"+"	"CDS"	NA	"b3077"
2942	"b3078"	"ygjI"	NA	"putative transporter YgjI"	3226234	3227667	"+"	"CDS"	NA	"b3078"
2943	"b3079"	"ygjJ"	NA	"protein YgjJ"	3227801	3228871	"+"	"CDS"	NA	"b3079"
2944	"b3080"	"ygjK"	NA	"glycoside hydrolase"	3228888	3231239	"+"	"CDS"	NA	"b3080"
2945	"b3081"	"fadH"	NA	"2,4-dienoyl-CoA reductase"	3231665	3233683	"+"	"CDS"	NA	"b3081"
2946	"b3083"	"higB"	NA	"ribosome-dependent mRNA interferase toxin HigB"	3234141	3234455	"-"	"CDS"	1	"b3083"
2947	"b3084"	"rlmG"	NA	"23S rRNA m(2)G1835 methyltransferase"	3234739	3235875	"-"	"CDS"	NA	"b3084"
2948	"b3085"	"ygjP"	NA	"putative metal-dependent hydrolase"	3235960	3236463	"+"	"CDS"	NA	"b3085"
2949	"b3086"	"ygjQ"	NA	"DUF218 domain-containing protein YgjQ"	3236540	3237232	"+"	"CDS"	NA	"b3086"
2950	"b3087"	"ygjR"	NA	"putative oxidoreductase YgjR"	3237311	3238297	"+"	"CDS"	NA	"b3087"
2951	"b3088"	"alx"	NA	"putative membrane-bound redox modulator Alx"	3238580	3239545	"+"	"CDS"	NA	"b3088"
2952	"b3089"	"sstT"	NA	"serine/threonine:Na(+) symporter"	3239944	3241188	"+"	"CDS"	NA	"b3089"
2953	"b3090"	"ygjV"	NA	"inner membrane protein"	3241193	3241744	"-"	"CDS"	NA	"b3090"
2954	"b3091"	"uxaA"	NA	"D-altronate dehydratase"	3241827	3243314	"-"	"CDS"	NA	"b3091"
2955	"b3092"	"uxaC"	NA	"D-glucoronate/D-galacturonate isomerase"	3243329	3244741	"-"	"CDS"	NA	"b3092"
2956	"b3093"	"exuT"	NA	"hexuronate transporter"	3245224	3246522	"+"	"CDS"	NA	"b3093"
2957	"b3095"	"yqjA"	NA	"DedA family protein YqjA"	3247773	3248435	"+"	"CDS"	NA	"b3095"
2958	"b3096"	"mzrA"	NA	"modulator protein MzrA"	3248439	3248822	"+"	"CDS"	NA	"b3096"
2959	"b3097"	"yqjC"	NA	"DUF1090 domain-containing protein YqjC"	3248969	3249337	"+"	"CDS"	NA	"b3097"
2960	"b3098"	"yqjD"	NA	"ribosome- and membrane-associated DUF883 domain-containing protein YqjD"	3249375	3249680	"+"	"CDS"	NA	"b3098"
2961	"b3099"	"yqjE"	NA	"conserved inner membrane protein YqjE"	3249683	3250087	"+"	"CDS"	NA	"b3099"
2962	"b3100"	"yqjK"	NA	"conserved protein YqjK"	3250077	3250376	"+"	"CDS"	NA	"b3100"
2963	"b3101"	"yqjF"	NA	"DoxX family protein"	3250562	3250954	"+"	"CDS"	NA	"b3101"
2964	"b3102"	"yqjG"	NA	"glutathionyl-hydroquinone reductase YqjG"	3251024	3252010	"+"	"CDS"	NA	"b3102"
2965	"b3103"	"yhaH"	NA	"putative inner membrane protein"	3252304	3252669	"+"	"CDS"	NA	"b3103"
2966	"b3104"	"yhaI"	NA	"putative inner membrane protein"	3252911	3253267	"+"	"CDS"	NA	"b3104"
2967	"b3106"	"yhaK"	NA	"bicupin-related protein"	3254319	3255020	"+"	"CDS"	NA	"b3106"
2968	"b3107"	"yhaL"	NA	"uncharacterized protein YhaL"	3255043	3255207	"+"	"CDS"	NA	"b3107"
2969	"b4470"	"yhaM"	NA	"putative L-cysteine desulfidase CyuA"	3255341	3256651	"-"	"CDS"	NA	"b4470"
2970	"b3110"	"yhaO"	NA	"putative D/L-serine transporter"	3256679	3258010	"-"	"CDS"	NA	"b3110"
2971	"b4471"	"tdcG"	NA	"L-serine deaminase III"	3258285	3259649	"-"	"CDS"	NA	"b4471"
2972	"b3113"	"tdcF"	NA	"putative enamine/imine deaminase"	3259721	3260110	"-"	"CDS"	NA	"b3113"
2973	"b3114"	"tdcE"	NA	"2-ketobutyrate formate-lyase/pyruvate formate-lyase 4"	3260124	3262418	"-"	"CDS"	NA	"b3114"
2974	"b3115"	"tdcD"	NA	"propionate kinase"	3262452	3263660	"-"	"CDS"	NA	"b3115"
2975	"b3116"	"tdcC"	NA	"threonine/serine:H(+) symporter"	3263686	3265017	"-"	"CDS"	NA	"b3116"
2976	"b3117"	"tdcB"	NA	"catabolic threonine dehydratase"	3265039	3266028	"-"	"CDS"	NA	"b3117"
2977	"b3120"	"yhaB"	NA	"protein YhaB"	3267854	3268393	"+"	"CDS"	NA	"b3120"
2978	"b3121"	"yhaC"	NA	"uncharacterized protein YhaC"	3268415	3269602	"+"	"CDS"	NA	"b3121"
2979	"b3124"	"garK"	NA	"glycerate 2-kinase 1"	3270625	3271770	"-"	"CDS"	NA	"b3124"
2980	"b3125"	"garR"	NA	"tartronate semialdehyde reductase"	3271867	3272751	"-"	"CDS"	NA	"b3125"
2981	"b3126"	"garL"	NA	"alpha-dehydro-beta-deoxy-D-glucarate aldolase"	3272787	3273557	"-"	"CDS"	NA	"b3126"
2982	"b3127"	"garP"	NA	"galactarate/glucarate/glycerate transporter GarP"	3273573	3274907	"-"	"CDS"	NA	"b3127"
2983	"b3128"	"garD"	NA	"galactarate dehydratase"	3275282	3276853	"+"	"CDS"	NA	"b3128"
2984	"b3129"	"prlF"	NA	"antitoxin PrlF"	3277002	3277337	"+"	"CDS"	NA	"b3129"
2985	"b3130"	"yhaV"	NA	"ribosome-dependent mRNA interferase toxin YhaV"	3277337	3277801	"+"	"CDS"	NA	"b3130"
2986	"b3132"	"kbaZ"	NA	"tagatose-1,6-bisphosphate aldolase 1 subunit KbaZ"	3278914	3280194	"+"	"CDS"	NA	"b3132"
2987	"b3133"	"agaV"	NA	"N-acetyl-D-galactosamine specific PTS enzyme IIB component"	3280217	3280690	"+"	"CDS"	NA	"b3133"
2988	"b3136"	"agaS"	NA	"putative galactosamine-6-phosphate deaminase/isomerase"	3281976	3283130	"+"	"CDS"	NA	"b3136"
2989	"b3137"	"kbaY"	NA	"tagatose-1,6-bisphosphate aldolase 1 subunit KbaY"	3283143	3284003	"+"	"CDS"	NA	"b3137"
2990	"b3138"	"agaB"	NA	"galactosamine-specific PTS enzyme IIB component"	3284170	3284646	"+"	"CDS"	NA	"b3138"
2991	"b3139"	"agaC"	NA	"galactosamine-specific PTS enzyme IIC component"	3284685	3285488	"+"	"CDS"	NA	"b3139"
2992	"b3140"	"agaD"	NA	"galactosamine-specific PTS enzyme IID component"	3285478	3286269	"+"	"CDS"	NA	"b3140"
2993	"b3141"	"agaI"	NA	"putative deaminase AgaI"	3286270	3287025	"+"	"CDS"	NA	"b3141"
2994	"b3142"	"yraH"	NA	"putative fimbrial protein YraH"	3287426	3288010	"+"	"CDS"	NA	"b3142"
2995	"b3143"	"yraI"	NA	"putative fimbrial chaperone YraI"	3288090	3288785	"+"	"CDS"	NA	"b3143"
2996	"b3144"	"yraJ"	NA	"putative fimbrial usher protein YraJ"	3288814	3291330	"+"	"CDS"	NA	"b3144"
2997	"b3145"	"yraK"	NA	"putative fimbrial adhesin YraK"	3291341	3292432	"+"	"CDS"	NA	"b3145"
2998	"b3146"	"rsmI"	NA	"16S rRNA 2-O-ribose C1402 methyltransferase"	3292475	3293335	"-"	"CDS"	NA	"b3146"
2999	"b3147"	"lpoA"	NA	"outer membrane lipoprotein - activator of MrcA activity"	3293400	3295436	"+"	"CDS"	NA	"b3147"
3000	"b3148"	"yraN"	NA	"UPF0102 family protein YraN"	3295394	3295789	"+"	"CDS"	NA	"b3148"
3001	"b3149"	"diaA"	NA	"DnaA initiator-associating factor for replication initiation"	3295809	3296399	"+"	"CDS"	NA	"b3149"
3002	"b3150"	"yraP"	NA	"divisome-associated lipoprotein YraP"	3296409	3296984	"+"	"CDS"	NA	"b3150"
3003	"b3151"	"yraQ"	NA	"permease family protein YraQ"	3297098	3298138	"-"	"CDS"	NA	"b3151"
3004	"b3152"	"yraR"	NA	"putative nucleoside-diphosphate-sugar epimerase"	3298211	3298846	"-"	"CDS"	NA	"b3152"
3005	"b3153"	"yhbO"	NA	"protein/nucleic acid deglycase 2"	3298974	3299492	"+"	"CDS"	NA	"b3153"
3006	"b3154"	"yhbP"	NA	"putative FMN binding protein YhbP"	3299472	3299915	"-"	"CDS"	NA	"b3154"
3007	"b3155"	"yhbQ"	NA	"DNA damage response nuclease YhbQ"	3299966	3300268	"+"	"CDS"	NA	"b3155"
3008	"b3156"	"yhbS"	NA	"putative acyltransferase with acyl-CoA N-acyltransferase domain"	3300255	3300758	"-"	"CDS"	NA	"b3156"
3009	"b3157"	"yhbT"	NA	"SCP2 domain-containing protein YhbT"	3300752	3301276	"-"	"CDS"	NA	"b3157"
3010	"b3158"	"yhbU"	NA	"putative peptidase YhbU"	3301485	3302480	"+"	"CDS"	NA	"b3158"
3011	"b3159"	"yhbV"	NA	"putative peptidase YhbV"	3302489	3303367	"+"	"CDS"	NA	"b3159"
3012	"b3160"	"yhbW"	NA	"putative luciferase-like monooxygenase"	3303448	3304455	"+"	"CDS"	NA	"b3160"
3013	"b3161"	"mtr"	NA	"tryptophan:H(+) symporter Mtr"	3304573	3305817	"-"	"CDS"	NA	"b3161"
3014	"b3162"	"deaD"	NA	"ATP-dependent RNA helicase DeaD"	3305971	3307860	"-"	"CDS"	NA	"b3162"
3015	"b4685"	"yrbN"	NA	"uncharacterized protein YrbN"	3307853	3307933	"-"	"CDS"	NA	"b4685"
3016	"b3163"	"nlpI"	NA	"lipoprotein NlpI"	3308040	3308924	"-"	"CDS"	NA	"b3163"
3017	"b3164"	"pnp"	NA	"polynucleotide phosphorylase"	3309033	3311168	"-"	"CDS"	NA	"b3164"
3018	"b3165"	"rpsO"	NA	"30S ribosomal subunit protein S15"	3311415	3311684	"-"	"CDS"	NA	"b3165"
3019	"b3166"	"truB"	NA	"tRNA pseudouridine(55) synthase"	3311833	3312777	"-"	"CDS"	NA	"b3166"
3020	"b3167"	"rbfA"	NA	"30S ribosome binding factor"	3312777	3313178	"-"	"CDS"	NA	"b3167"
3021	"b3168"	"infB"	NA	"translation initiation factor IF-2"	3313342	3316014	"-"	"CDS"	NA	"b3168"
3022	"b3169"	"nusA"	NA	"transcription termination/antitermination protein NusA"	3316039	3317526	"-"	"CDS"	NA	"b3169"
3023	"b3170"	"rimP"	NA	"ribosome maturation factor RimP"	3317554	3318006	"-"	"CDS"	NA	"b3170"
3024	"b3172"	"argG"	NA	"argininosuccinate synthetase"	3318637	3319980	"+"	"CDS"	NA	"b3172"
3025	"b3173"	"yhbX"	NA	"putative hydrolase, inner membrane"	3319988	3321613	"-"	"CDS"	NA	"b3173"
3026	"b3175"	"secG"	NA	"Sec translocon subunit SecG"	3322173	3322505	"-"	"CDS"	NA	"b3175"
3027	"b3176"	"glmM"	NA	"phosphoglucosamine mutase"	3322733	3324070	"-"	"CDS"	NA	"b3176"
3028	"b3177"	"folP"	NA	"dihydropteroate synthase"	3324063	3324911	"-"	"CDS"	NA	"b3177"
3029	"b3178"	"ftsH"	NA	"ATP-dependent zinc metalloprotease FtsH"	3325001	3326935	"-"	"CDS"	NA	"b3178"
3030	"b3179"	"rlmE"	NA	"23S rRNA 2-O-ribose U2552 methyltransferase"	3327035	3327664	"-"	"CDS"	NA	"b3179"
3031	"b3180"	"yhbY"	NA	"ribosome assembly factor YhbY"	3327790	3328083	"+"	"CDS"	NA	"b3180"
3032	"b3181"	"greA"	NA	"transcription elongation factor GreA"	3328239	3328715	"-"	"CDS"	NA	"b3181"
3033	"b3182"	"dacB"	NA	"peptidoglycan DD-endopeptidase DacB"	3328963	3330396	"+"	"CDS"	NA	"b3182"
3034	"b3183"	"obgE"	NA	"GTPase ObgE"	3330582	3331754	"-"	"CDS"	NA	"b3183"
3035	"b3184"	"yhbE"	NA	"inner membrane protein YhbE"	3331770	3332735	"-"	"CDS"	NA	"b3184"
3036	"b3185"	"rpmA"	NA	"50S ribosomal subunit protein L27"	3332862	3333119	"-"	"CDS"	NA	"b3185"
3037	"b3186"	"rplU"	NA	"50S ribosomal subunit protein L21"	3333140	3333451	"-"	"CDS"	NA	"b3186"
3038	"b3187"	"ispB"	NA	"all-trans-octaprenyl-diphosphate synthase"	3333710	3334681	"+"	"CDS"	NA	"b3187"
3039	"b3189"	"murA"	NA	"UDP-N-acetylglucosamine 1-carboxyvinyltransferase"	3335235	3336494	"-"	"CDS"	NA	"b3189"
3040	"b3190"	"ibaG"	NA	"acid stress protein IbaG"	3336549	3336803	"-"	"CDS"	NA	"b3190"
3041	"b3191"	"mlaB"	NA	"intermembrane phospholipid transport system protein MlaB"	3336963	3337256	"-"	"CDS"	NA	"b3191"
3042	"b3192"	"mlaC"	NA	"intermembrane phospholipid transport system - periplasmic binding protein"	3337256	3337891	"-"	"CDS"	NA	"b3192"
3043	"b3193"	"mlaD"	NA	"intermembrane phospholipid transport system, substrate binding protein MlaD"	3337910	3338461	"-"	"CDS"	NA	"b3193"
3044	"b3194"	"mlaE"	NA	"intermembrane phospholipid transport system, integral membrane subunit MlaE"	3338466	3339248	"-"	"CDS"	NA	"b3194"
3045	"b3195"	"mlaF"	NA	"intermembrane phospholipid transport system, ATP binding subunit MlaF"	3339256	3340065	"-"	"CDS"	NA	"b3195"
3046	"b3196"	"yrbG"	NA	"putative transport protein YrbG"	3340275	3341252	"+"	"CDS"	NA	"b3196"
3047	"b3197"	"kdsD"	NA	"D-arabinose 5-phosphate isomerase KdsD"	3341266	3342252	"+"	"CDS"	NA	"b3197"
3048	"b3199"	"lptC"	NA	"lipopolysaccharide transport system protein LptC"	3342836	3343411	"+"	"CDS"	NA	"b3199"
3049	"b3200"	"lptA"	NA	"lipopolysaccharide transport system protein LptA"	3343380	3343937	"+"	"CDS"	NA	"b3200"
3050	"b3201"	"lptB"	NA	"lipopolysaccharide transport system ATP binding protein"	3343944	3344669	"+"	"CDS"	NA	"b3201"
3051	"b3202"	"rpoN"	NA	"RNA polymerase, sigma 54 (sigma N) factor"	3344717	3346150	"+"	"CDS"	NA	"b3202"
3052	"b3203"	"hpf"	NA	"ribosome hibernation-promoting factor"	3346173	3346460	"+"	"CDS"	NA	"b3203"
3053	"b3204"	"ptsN"	NA	"phosphotransferase system enzyme IIA(Ntr)"	3346578	3347069	"+"	"CDS"	NA	"b3204"
3054	"b3205"	"yhbJ"	NA	"RNase adaptor protein"	3347115	3347969	"+"	"CDS"	NA	"b3205"
3055	"b3206"	"npr"	NA	"phosphorelay protein Npr"	3347966	3348238	"+"	"CDS"	NA	"b3206"
3056	"b3207"	"yrbL"	NA	"protein kinase-like domain-containing protein YrbL"	3348452	3349084	"+"	"CDS"	NA	"b3207"
3057	"b3208"	"mtgA"	NA	"peptidoglycan glycosyltransferase MtgA"	3349081	3349809	"-"	"CDS"	NA	"b3208"
3058	"b3209"	"elbB"	NA	"low activity glyoxalase ElbB"	3349806	3350459	"-"	"CDS"	NA	"b3209"
3059	"b3210"	"arcB"	NA	"sensory histidine kinase ArcB"	3350689	3353025	"-"	"CDS"	NA	"b3210"
3060	"b3211"	"yhcC"	NA	"radical SAM family oxidoreductase YhcC"	3353121	3354050	"-"	"CDS"	NA	"b3211"
3061	"b3212"	"gltB"	NA	"glutamate synthase subunit GltB"	3354725	3359185	"+"	"CDS"	NA	"b3212"
3062	"b3213"	"gltD"	NA	"glutamate synthase subunit GltD"	3359198	3360616	"+"	"CDS"	NA	"b3213"
3063	"b3214"	"gltF"	NA	"periplasmic protein GltF"	3361176	3361940	"+"	"CDS"	NA	"b3214"
3064	"b3215"	"yhcA"	NA	"putative fimbrial chaperone YhcA"	3362112	3362786	"+"	"CDS"	NA	"b3215"
3065	"b3216"	"yhcD"	NA	"putative fimbrial usher protein YhcD"	3362807	3365188	"+"	"CDS"	NA	"b3216"
3066	"b3219"	"yhcF"	NA	"DUF1120 domain-containing protein YhcF"	3366926	3367642	"+"	"CDS"	NA	"b3219"
3067	"b3220"	"yhcG"	NA	"DUF1016 domain-containing protein YhcG"	3367827	3368954	"+"	"CDS"	NA	"b3220"
3068	"b3221"	"yhcH"	NA	"DUF386 domain-containing protein YhcH"	3369014	3369478	"-"	"CDS"	NA	"b3221"
3069	"b3222"	"nanK"	NA	"N-acetylmannosamine kinase"	3369475	3370350	"-"	"CDS"	NA	"b3222"
3070	"b3223"	"nanE"	NA	"putative N-acetylmannosamine-6-phosphate epimerase"	3370347	3371036	"-"	"CDS"	NA	"b3223"
3071	"b3224"	"nanT"	NA	"N-acetylneuraminate:H(+) symporter"	3371084	3372574	"-"	"CDS"	NA	"b3224"
3072	"b3225"	"nanA"	NA	"N-acetylneuraminate lyase"	3372683	3373576	"-"	"CDS"	NA	"b3225"
3073	"b3227"	"dcuD"	NA	"putative transporter DcuD"	3374869	3376236	"+"	"CDS"	NA	"b3227"
3074	"b3228"	"sspB"	NA	"ClpXP protease specificity-enhancing factor"	3376279	3376776	"-"	"CDS"	NA	"b3228"
3075	"b3229"	"sspA"	NA	"stringent starvation protein A"	3376782	3377420	"-"	"CDS"	NA	"b3229"
3076	"b3230"	"rpsI"	NA	"30S ribosomal subunit protein S9"	3377815	3378207	"-"	"CDS"	NA	"b3230"
3077	"b3231"	"rplM"	NA	"50S ribosomal subunit protein L13"	3378223	3378651	"-"	"CDS"	NA	"b3231"
3078	"b3232"	"zapE"	NA	"cell division factor ZapE with ATPase activity"	3378870	3379997	"-"	"CDS"	NA	"b3232"
3079	"b3233"	"yhcB"	NA	"conserved protein YhcB"	3380191	3380589	"+"	"CDS"	NA	"b3233"
3080	"b3234"	"degQ"	NA	"periplasmic serine endoprotease"	3380743	3382110	"+"	"CDS"	NA	"b3234"
3081	"b3235"	"degS"	NA	"serine endoprotease"	3382200	3383267	"+"	"CDS"	NA	"b3235"
3082	"b3236"	"mdh"	NA	"malate dehydrogenase"	3383330	3384268	"-"	"CDS"	NA	"b3236"
3083	"b3238"	"yhcN"	NA	"DUF1471 domain-containing stress-induced protein YhcN"	3385538	3385801	"+"	"CDS"	NA	"b3238"
3084	"b3239"	"yhcO"	NA	"putative barnase inhibitor"	3385857	3386129	"-"	"CDS"	NA	"b3239"
3085	"b3240"	"aaeB"	NA	"aromatic carboxylic acid efflux pump subunit AaeB"	3386221	3388188	"-"	"CDS"	NA	"b3240"
3086	"b3241"	"aaeA"	NA	"aromatic carboxylic acid efflux pump membrane fusion protein"	3388194	3389126	"-"	"CDS"	NA	"b3241"
3087	"b3242"	"aaeX"	NA	"DUF1656 domain-containing protein AaeX"	3389134	3389337	"-"	"CDS"	NA	"b3242"
3088	"b3244"	"tldD"	NA	"metalloprotease TldD"	3390583	3392028	"-"	"CDS"	NA	"b3244"
3089	"b4472"	"yhdP"	NA	"AsmA2 domain-containing protein"	3392458	3396258	"-"	"CDS"	NA	"b4472"
3090	"b3247"	"rng"	NA	"RNase G"	3396326	3397795	"-"	"CDS"	NA	"b3247"
3091	"b3248"	"yhdE"	NA	"nucleoside triphosphate pyrophosphatase YhdE"	3397785	3398378	"-"	"CDS"	NA	"b3248"
3092	"b3249"	"mreD"	NA	"cell shape determining protein MreD"	3398387	3398875	"-"	"CDS"	NA	"b3249"
3093	"b3250"	"mreC"	NA	"cell shape determining protein MreC"	3398875	3399978	"-"	"CDS"	NA	"b3250"
3094	"b3251"	"mreB"	NA	"dynamic cytoskeletal protein MreB"	3400044	3401087	"-"	"CDS"	NA	"b3251"
3095	"b3252"	"csrD"	NA	"regulator of CsrB and CsrC decay"	3401392	3403332	"-"	"CDS"	NA	"b3252"
3096	"b3253"	"acuI"	NA	"acrylyl-CoA reductase"	3403484	3404458	"+"	"CDS"	NA	"b3253"
3097	"b3255"	"accB"	NA	"biotin carboxyl carrier protein"	3405436	3405906	"+"	"CDS"	0	"b3255"
3098	"b3256"	"accC"	NA	"biotin carboxylase"	3405917	3407266	"+"	"CDS"	NA	"b3256"
3099	"b3257"	"yhdT"	NA	"DUF997 domain-containing protein YhdT"	3407375	3407617	"+"	"CDS"	NA	"b3257"
3100	"b3258"	"panF"	NA	"pantothenate:Na(+) symporter"	3407607	3409058	"+"	"CDS"	NA	"b3258"
3101	"b3259"	"prmA"	NA	"methyltransferase for 50S ribosomal subunit protein L11"	3409070	3409951	"+"	"CDS"	NA	"b3259"
3102	"b3260"	"dusB"	NA	"tRNA-dihydrouridine synthase B"	3410280	3411245	"+"	"CDS"	NA	"b3260"
3103	"b3262"	"yhdJ"	NA	"DNA adenine methyltransferase"	3411653	3412537	"+"	"CDS"	NA	"b3262"
3104	"b3263"	"yhdU"	NA	"DUF2556 domain-containing protein YhdU"	3412621	3412800	"+"	"CDS"	NA	"b3263"
3105	"b3265"	"acrE"	NA	"multidrug efflux pump membrane fusion lipoprotein AcrE"	3413864	3415021	"+"	"CDS"	NA	"b3265"
3106	"b3266"	"acrF"	NA	"multidrug efflux pump RND permease AcrF"	3415033	3418137	"+"	"CDS"	NA	"b3266"
3107	"b3267"	"yhdV"	NA	"lipoprotein YhdV"	3418390	3418611	"+"	"CDS"	NA	"b3267"
3108	"b3269"	"yhdX"	NA	"putative ABC transporter membrane subunit YhdX"	3420134	3421315	"+"	"CDS"	NA	"b3269"
3109	"b3270"	"yhdY"	NA	"putative ABC transporter membrane subunit YhdY"	3421325	3422428	"+"	"CDS"	NA	"b3270"
3110	"b3271"	"yhdZ"	NA	"putative ABC transporter ATP-binding subunit YhdZ"	3422436	3423194	"+"	"CDS"	NA	"b3271"
3111	"b3279"	"yrdA"	NA	"protein YrdA"	3429236	3429790	"+"	"CDS"	NA	"b3279"
3112	"b3280"	"yrdB"	NA	"conserved protein YrdB"	3429766	3430023	"-"	"CDS"	NA	"b3280"
3113	"b3281"	"aroE"	NA	"shikimate dehydrogenase"	3430020	3430838	"-"	"CDS"	NA	"b3281"
