Consensus_bnumber	Consensus_symbol	Consensus_start	Consensus_stop	Consensus_strand	Consensus_TF	gene_synonyms	product_synonyms	RegulonDB_gene_id	RegulonDB_symbol	RegulonDB_bnumber	RegulonDB_strand	RegulonDB_type	RegulonDB_product_id	RegulonDB_product_name	RegulonDB_product_type	RegulonDB_start	RegulonDB_stop	RegulonDB_TF	refseq_id
b1786	dgcJ	1872041	1873531	+	0	"b1786,ECK1784,G6972,yeaJ,dgcJ,ECK120003559"	"DgcJ,YeaJ,ECK120008015,NP_416300.2"	ECK120003559	dgcJ	b1786	+	NA	ECK120008015	putative diguanylate cyclase DgcJ	NA	1872041	1873531	0	NP_416300.2
b1787	yeaK	1873574	1874077	+	0	"b1787,ECK1785,G6973,yeaK,ECK120003560"	"ProXp-ST1,ProXp-y,YeaK,ECK120008016,NP_416301.1"	ECK120003560	yeaK	b1787	+	NA	ECK120008016	mischarged aminoacyl-tRNA deacylase	NA	1873574	1874077	0	NP_416301.1
b1788	yoaI	1874078	1874182	-	0	"b1788,ECK1786,G6974,yoaI,ECK120003561"	"YoaI,ECK120008017,NP_416302.2"	ECK120003561	yoaI	b1788	-	NA	ECK120008017	protein YoaI	NA	1874078	1874182	0	NP_416302.2
b1789	yeaL	1874352	1874798	+	0	"b1789,ECK1787,G6975,yeaL,ECK120003562"	"YeaL,ECK120008018,NP_416303.1"	ECK120003562	yeaL	b1789	+	NA	ECK120008018	DUF441 domain-containing inner membrane protein YeaL	NA	1874352	1874798	0	NP_416303.1
b1790	nimR	1874755	1875576	-	1	"b1790,ECK1788,G6976,yeaM,nimR,ECK120003563"	"NimR,YeaM,ECK120008019,NP_416304.1"	ECK120003563	nimR	b1790	-	NA	ECK120008019	DNA-binding transcriptional repressor NimR	NA	1874755	1875576	1	NP_416304.1
b1791	nimT	1875673	1876854	+	0	"b1791,ECK1789,G6977,yeaN,nimT,ECK120003564"	"NimT,YeaN,ECK120008020,NP_416305.1"	ECK120003564	nimT	b1791	+	NA	ECK120008020	2-nitroimidazole exporter	NA	1875673	1876854	0	NP_416305.1
b1792	yeaO	1876909	1877256	+	0	"b1792,ECK1790,G6978,yeaO,ECK120003565"	"YeaO,ECK120008021,NP_416306.2"	ECK120003565	yeaO	b1792	+	NA	ECK120008021	DUF488 domain-containing protein YeaO	NA	1876909	1877256	0	NP_416306.2
b1793	yoaF	1877278	1877532	-	0	"b1793,ECK1791,G6979,yoaF,ECK120003566"	"YoaF,ECK120008022,NP_416307.1"	ECK120003566	yoaF	b1793	-	NA	ECK120008022	DUF333 domain-containing lipoprotein YoaF	NA	1877278	1877532	0	NP_416307.1
b1794	dgcP	1877715	1878740	+	0	"b1794,ECK1792,G6980,yeaP,dgcP,ECK120003567"	"DgcP,YeaP,ECK120008023,NP_416308.4"	ECK120003567	dgcP	b1794	+	NA	ECK120008023	diguanylate cyclase DgcP	NA	1877715	1878740	0	NP_416308.4
b4676	yoaK	1878773	1878871	+	0	"b4676,ECK4491,G0-10649,yoaK,ECK120048861"	"YoaK,ECK120048881,YP_002791242.1"	ECK120048861	yoaK	b4676	+	NA	ECK120048881	uncharacterized membrane protein YoaK	NA	1878773	1878871	0	YP_002791242.1
b4675	yoaJ	1878874	1878948	+	0	"b4675,ECK4490,G0-10648,yoaJ,ECK120048860"	"YoaJ,ECK120048880,YP_002791243.1"	ECK120048860	yoaJ	b4675	+	NA	ECK120048880	uncharacterized protein YoaJ	NA	1878874	1878948	0	YP_002791243.1
b1795	yeaQ	1879007	1879255	-	0	"b1795,ECK1793,G6981,yeaQ,ECK120003568"	"YeaQ,ECK120008024,NP_416309.1"	ECK120003568	yeaQ	b1795	-	NA	ECK120008024	PF04226 family protein YeaQ	NA	1879007	1879255	0	NP_416309.1
b1796	yoaG	1879403	1879585	-	0	"b1796,ECK1794,G6982,yoaG,ECK120003569"	"YoaG,ECK120008025,NP_416310.1"	ECK120003569	yoaG	b1796	-	NA	ECK120008025	DUF1869 domain-containing protein YoaG	NA	1879403	1879585	0	NP_416310.1
b1797	yeaR	1879589	1879948	-	0	"b1797,ECK1795,G6983,yeaR,ECK120003570"	"YeaR,ECK120008026,NP_416311.1"	ECK120003570	yeaR	b1797	-	NA	ECK120008026	DUF1971 domain-containing protein YeaR	NA	1879589	1879948	0	NP_416311.1
b1798	leuE	1880121	1880759	-	0	"b1798,ECK1796,G6984,yeaS,leuE,ECK120003571"	"LeuE,LeuE leucine RhtB transporter,YeaS,ECK120008027,NP_416312.1"	ECK120003571	leuE	b1798	-	NA	ECK120008027	leucine exporter	NA	1880121	1880759	0	NP_416312.1
b1799	dmlR	1880886	1881809	-	0	"b1799,ECK1797,G6985,yeaT,dmlR,ECK120003572"	"DmlR,YeaT,ECK120008028,NP_416313.4"	ECK120003572	dmlR	b1799	-	NA	ECK120008028	DNA-binding transcriptional regulator DmlR	NA	1880886	1881809	0	NP_416313.4
b1800	dmlA	1881912	1882997	+	0	"b1800,ECK1798,G6986,ttuC,yeaU,dmlA,ECK120003573"	"DmlA,TtuC,YeaU,ECK120008029,NP_416314.1"	ECK120003573	dmlA	b1800	+	NA	ECK120008029	D-malate/3-isopropylmalate dehydrogenase (decarboxylating)	NA	1881912	1882997	0	NP_416314.1
b1801	yeaV	1883188	1884633	+	0	"b1801,ECK1799,G6987,yeaV,ECK120003574"	"YeaV,ECK120008030,NP_416315.1"	ECK120003574	yeaV	b1801	+	NA	ECK120008030	putative transporter YeaV	NA	1883188	1884633	0	NP_416315.1
b1802	yeaW	1884665	1885789	+	0	"b1802,ECK1800,G6988,yeaW,ECK120003575"	"2Fe-2S cluster-containing protein,YeaW,ECK120008031,NP_416316.1"	ECK120003575	yeaW	b1802	+	NA	ECK120008031	carnitine monooxygenase subunit YeaW	NA	1884665	1885789	0	NP_416316.1
b1803	yeaX	1885845	1886810	+	0	"b1803,ECK1801,G6989,yeaX,ECK120003576"	"YeaX,ECK120008032,NP_416317.1"	ECK120003576	yeaX	b1803	+	NA	ECK120008032	carnitine monooxygenase subunit YeaX	NA	1885845	1886810	0	NP_416317.1
b1804	rnd	1886864	1887991	-	0	"b1804,ECK1802,EG10858,rnd,ECK120000849"	"ribonuclease D,Rnd,ECK120005325,NP_416318.1"	ECK120000849	rnd	b1804	-	NA	ECK120005325	RNase D	NA	1886864	1887991	0	NP_416318.1
ECK120002644	sroD	1888017	1888102	-	0	"G0-9384,p24,NA,sroD,ECK120002644"	"ECK120002644,NA"	ECK120002644	sroD	NA	-	Phantom Gene	NA	NA	NA	1888017	1888102	0	NA
b1805	fadD	1888061	1889746	-	0	"b1805,ECK1803,EG11530,oldD,fadD,ECK120001484"	"FadD,fatty acyl-CoA synthetase,OldD,ECK120005960,NP_416319.1"	ECK120001484	fadD	b1805	-	NA	ECK120005960	long-chain-fatty-acid&mdash;CoA ligase	NA	1888061	1889746	0	NP_416319.1
b1806	yeaY	1889951	1890532	-	0	"b1806,ECK1804,G6990,yeaY,ECK120003577"	"YeaY,ECK120008033,NP_416320.1"	ECK120003577	yeaY	b1806	-	NA	ECK120008033	Slp family lipoprotein YeaY	NA	1889951	1890532	0	NP_416320.1
b1807	tsaB	1890572	1891267	-	0	"b1807,ECK1805,G6991,yeaZ,tsaB,ECK120003578"	"TsaB,YeaZ,ECK120008034,NP_416321.1"	ECK120003578	tsaB	b1807	-	NA	ECK120008034	"N<sup>6</sup>-L-threonylcarbamoyladenine synthase, TsaB subunit"	NA	1890572	1891267	0	NP_416321.1
b1808	yoaA	1891325	1893235	-	0	"b1808,ECK1806,G6992,yoaA,ECK120003579"	"YoaA,ECK120008035,NP_416322.1"	ECK120003579	yoaA	b1808	-	NA	ECK120008035	putative 5' to 3' DNA helicase implicated in DNA repair	NA	1891325	1893235	0	NP_416322.1
b1809	yoaB	1893367	1893711	+	0	"b1809,ECK1807,G6993,yoaB,ECK120003580"	"YoaB,ECK120008036,NP_416323.4"	ECK120003580	yoaB	b1809	+	NA	ECK120008036	RutC family protein YoaB	NA	1893367	1893711	0	NP_416323.4
b1810	yoaC	1894133	1894432	+	0	"b1810,ECK1808,G6994,yoaC,ECK120003581"	"YoaC,ECK120008037,NP_416324.2"	ECK120003581	yoaC	b1810	+	NA	ECK120008037	DUF1889 domain-containing protein YoaC	NA	1894133	1894432	0	NP_416324.2
b1811	yoaH	1894552	1894731	-	0	"b1811,ECK1809,G6995,yoaH,ECK120003582"	"YoaH,ECK120008038,NP_416325.1"	ECK120003582	yoaH	b1811	-	NA	ECK120008038	UFP0181 family protein YoaH	NA	1894552	1894731	0	NP_416325.1
b1812	pabB	1894805	1896166	+	0	"b1812,ECK1810,EG10683,pabB,ECK120000676"	"ADC synthase,aminodeoxychorismate synthase component 1,PabB,para-aminobenzoate synthase component I,ECK120005152,NP_416326.1"	ECK120000676	pabB	b1812	+	NA	ECK120005152	aminodeoxychorismate synthase subunit 1	NA	1894805	1896166	0	NP_416326.1
b1813	nudL	1896170	1896748	+	0	"b1813,ECK1811,EG12693,yeaB,nudL,ECK120002358"	"NudL,YeaB,ECK120006833,NP_416327.1"	ECK120002358	nudL	b1813	+	NA	ECK120006833	putative NUDIX hydrolase with low 3-phosphohydroxypyruvate phosphatase activity	NA	1896170	1896748	0	NP_416327.1
b1814	sdaA	1896932	1898296	+	0	"b1814,ECK1812,EG10930,sdaA,ECK120000919"	"L-SD,L-SD1,SdaA,SDH-1,SDH1,ECK120005395,NP_416328.1"	ECK120000919	sdaA	b1814	+	NA	ECK120005395	L-serine deaminase I	NA	1896932	1898296	0	NP_416328.1
b1815	pdeD	1898427	1900025	+	0	"b1815,ECK1813,G6996,yoaD,pdeD,ECK120003583"	"PdeD,YoaD,ECK120008039,NP_416329.4"	ECK120003583	pdeD	b1815	+	NA	ECK120008039	putative c-di-GMP phosphodiesterase PdeD	NA	1898427	1900025	0	NP_416329.4
b1816	yoaE	1900029	1901585	-	0	"b1816,borG,ECK1814,G6997,yoaE,ECK120003584"	"BorG,YoaE,ECK120008040,NP_416330.1"	ECK120003584	yoaE	b1816	-	NA	ECK120008040	putative inner membrane protein	NA	1900029	1901585	0	NP_416330.1
b4751	yoaL	1901573	1901731	-	0	"b4751,ECK4608,G0-16745,yoaL,ECK125276512"	"YoaL,ECK125276581"	ECK125276512	yoaL	b4751	-	NA	ECK125276581	protein YoaL	NA	1901573	1901731	0	NA
b1817	manX	1902048	1903019	+	0	"b1817,ECK1815,EG10567,gptB,mpt,ptsL,ptsM,ptsX,manX,ECK120000560"	"Enzyme IIAB<sup>man</sup>,Enzyme III<sup>man</sup>,GptB,IIIMan,ManX,Mpt,PtsL,PtsM,PtsX,ECK120005036,NP_416331.1"	ECK120000560	manX	b1817	+	NA	ECK120005036	mannose-specific PTS enzyme IIAB component	NA	1902048	1903019	0	NP_416331.1
b1818	manY	1903082	1903882	+	0	"b1818,ECK1816,EG10568,pel,ptsM,ptsP,ptsX,manY,ECK120000561"	"Enzyme IIC<sup>man</sup>,II-Man,II-P<sup>man</sup>,IICMan,ManY,Pel,PtsM,PtsP,PtsX,ECK120005037,NP_416332.1"	ECK120000561	manY	b1818	+	NA	ECK120005037	mannose-specific PTS enzyme IIC component	NA	1903082	1903882	0	NP_416332.1
b1819	manZ	1903895	1904746	+	0	"b1819,ECK1817,EG10569,gptB,mpt,ptsM,ptsX,manZ,ECK120000562"	"Enzyme IID<sup>man</sup>,GptB,II-M<sup>man</sup>,IIDMan,ManZ,Mpt,PtsM,PtsX,ECK120005038,NP_416333.4"	ECK120000562	manZ	b1819	+	NA	ECK120005038	mannose-specific PTS enzyme IID component	NA	1903895	1904746	0	NP_416333.4
b1820	yobD	1904801	1905259	+	0	"b1820,ECK1818,G6998,yobD,ECK120003585"	"YobD,ECK120008041,NP_416334.1"	ECK120003585	yobD	b1820	+	NA	ECK120008041	DUF986 domain-containing inner membrane protein YobD	NA	1904801	1905259	0	NP_416334.1
b1821	mntP	1905688	1906254	+	0	"b1821,ECK1819,G6999,yebN,mntP,ECK120003586"	"MntP,YebN,ECK120008042,NP_416335.4"	ECK120003586	mntP	b1821	+	NA	ECK120008042	Mn<sup>2+</sup> exporter	NA	1905688	1906254	0	NP_416335.4
b1822	rlmA	1906251	1907060	-	0	"b1822,ECK1820,EG12207,rrmA,yebH,rlmA,ECK120002094"	"ribosomal RNA large subunit methyltransferase A,RlmA,RrmA,rRNA large subunit methyltransferase A,YebH,ECK120006570,NP_416336.1"	ECK120002094	rlmA	b1822	-	NA	ECK120006570	23S rRNA m<sup>1</sup>G745 methyltransferase	NA	1906251	1907060	0	NP_416336.1
b1823	cspC	1907226	1907435	-	0	"b1823,ECK1821,EG12204,msmB,cspC,ECK120002092"	"CspC,MsmB,ECK120006568,NP_416337.1"	ECK120002092	cspC	b1823	-	NA	ECK120006568	"stress protein, member of the CspA family"	NA	1907226	1907435	0	NP_416337.1
b1824	yobF	1907448	1907591	-	0	"b1824,ECK1822,G7000,yobF,ECK120003587"	"small protein involved in stress responses,YobF,ECK120008043,NP_416338.1"	ECK120003587	yobF	b1824	-	NA	ECK120008043	DUF2527 domain-containing protein YobF	NA	1907448	1907591	0	NP_416338.1
b1825	yebO	1908261	1908548	-	0	"b1825,ECK1823,G7001,yebO,ECK120003588"	"YebO,ECK120008044,NP_416339.1"	ECK120003588	yebO	b1825	-	NA	ECK120008044	uncharacterized protein YebO	NA	1908261	1908548	0	NP_416339.1
b1826	mgrB	1908623	1908766	-	0	"b1826,ECK1824,G7002,yobG,mgrB,ECK120003589"	"MgrB,YobG,ECK120008045,NP_416340.1"	ECK120003589	mgrB	b1826	-	NA	ECK120008045	PhoQ kinase inhibitor	NA	1908623	1908766	0	NP_416340.1
b4536	yobH	1908925	1909164	+	0	"b4536,ECK1825,G0-10454,yobH,ECK120016306"	"YobH,ECK120016379,YP_588456.1"	ECK120016306	yobH	b4536	+	NA	ECK120016379	protein YobH	NA	1908925	1909164	0	YP_588456.1
b1827	kdgR	1909308	1910099	-	1	"b1827,ECK1826,G7003,yebP,kdgR,ECK120003590"	"KdgR,YebP,ECK120008046,NP_416341.1"	ECK120003590	kdgR	b1827	-	NA	ECK120008046	DNA-binding transcriptional repressor KdgR	NA	1909308	1910099	1	NP_416341.1
b1828	yebQ	1910276	1911649	+	0	"b1828,ECK1827,G7004,yebQ,ECK120003591"	"YebQ,ECK120008047,NP_416342.4"	ECK120003591	yebQ	b1828	+	NA	ECK120008047	putative transporter YebQ	NA	1910276	1911649	0	NP_416342.4
b1829	htpX	1911695	1912576	-	0	"b1829,ECK1828,EG10462,htpX,ECK120000455"	"HtpX,zinc dependent endoprotease,ECK120004931,NP_416343.1"	ECK120000455	htpX	b1829	-	NA	ECK120004931	protease HtpX	NA	1911695	1912576	0	NP_416343.1
b1830	prc	1912768	1914816	-	0	"b1830,ECK1829,EG10760,tsp,prc,ECK120000751"	"c-terminal processing peptidase,carboxy-terminal protease for penicillin-binding protein 3,Prc,protease re,Tsp,ECK120005227,NP_416344.1"	ECK120000751	prc	b1830	-	NA	ECK120005227	tail-specific protease	NA	1912768	1914816	0	NP_416344.1
b1831	proQ	1914836	1915534	-	0	"b1831,ECK1830,EG12866,yebJ,yobE,yoeC,proQ,ECK120002409"	"ProQ,RNA chaperone, involved in posttranscriptional control of ProP levels,YebJ,YobE,YoeC,ECK120006884,YP_026161.1"	ECK120002409	proQ	b1831	-	NA	ECK120006884	RNA chaperone ProQ	NA	1914836	1915534	0	YP_026161.1
b1832	msrC	1915631	1916128	-	0	"b1832,ECK1831,G7005,yebR,msrC,ECK120003592"	"fRMsr,MsrC,YebR,ECK120008048,NP_416346.4"	ECK120003592	msrC	b1832	-	NA	ECK120008048	free methionine-(<i>R</i>)-sulfoxide reductase	NA	1915631	1916128	0	NP_416346.4
b1833	yebS	1916258	1917541	+	0	"b1833,ECK1832,G7006,yebS,ECK120003593"	"YebS,ECK120008049,NP_416347.1"	ECK120003593	yebS	b1833	+	NA	ECK120008049	intermembrane transport protein YebS	NA	1916258	1917541	0	NP_416347.1
b1834	yebT	1917510	1920143	+	0	"b1834,ECK1833,G7007,letB,yebT,ECK120003594"	"LetB,YebT,ECK120008050,NP_416348.2"	ECK120003594	yebT	b1834	+	NA	ECK120008050	intermembrane transport protein YebT	NA	1917510	1920143	0	NP_416348.2
b1835	rsmF	1920223	1921662	+	0	"b1835,ECK1834,G7008,yebU,rsmF,ECK120003595"	"ribosomal RNA small subunit methyltransferase F,RsmF,YebU,ECK120008051,NP_416349.2"	ECK120003595	rsmF	b1835	+	NA	ECK120008051	16S rRNA m<sup>5</sup>C1407 methyltransferase	NA	1920223	1921662	0	NP_416349.2
b1836	yebV	1921780	1922016	+	0	"b1836,ECK1835,G7009,yebV,ECK120003596"	"YebV,ECK120008052,NP_416350.4"	ECK120003596	yebV	b1836	+	NA	ECK120008052	DUF1480 domain-containing protein YebV	NA	1921780	1922016	0	NP_416350.4
b1837	yebW	1922121	1922312	+	0	"b1837,ECK1836,G7010,yebW,ECK120003597"	"YebW,ECK120008053,NP_416351.2"	ECK120003597	yebW	b1837	+	NA	ECK120008053	DUF1482 domain-containing protein YebW	NA	1922121	1922312	0	NP_416351.2
b1838	pphA	1922313	1922969	-	0	"b1838,ECK1837,G7011,prpA,yebX,pphA,ECK120003598"	"PphA,PrpA,YebX,ECK120008054,NP_416352.4"	ECK120003598	pphA	b1838	-	NA	ECK120008054	phosphoprotein phosphatase 1	NA	1922313	1922969	0	NP_416352.4
b4432	ryeA	1923066	1923337	+	0	"b4432,ECK1838,G0-8865,IS091,psrA8,sraC,tkpe79,b4432_ncRNA_1923065_1923337,ryeA,ECK120002577"	"IS091,psrA8,ryeA,small antisense RNA RyeA,Tkpe79,tpke79,ECK120007051"	ECK120002577	ryeA	b4432	+	NA	ECK120007051	SraC	small RNA	1923066	1923337	0	NA
b4433	sdsR	1923104	1923207	-	0	"b4433,ECK1839,G0-8883,ryeB,tkpe79,b4433_ncRNA_1923103_1923207,sdsR,ECK120002594"	"SdsR,small regulatory RNA SdsR,Tkpe79,tpke79,ECK120007068"	ECK120002594	sdsR	b4433	-	NA	ECK120007068	RyeB	small RNA	1923104	1923207	0	NA
b1839	yebY	1923365	1923706	-	0	"b1839,ECK1840,G7012,yebY,ECK120003599"	"YebY,ECK120008055,NP_416353.1"	ECK120003599	yebY	b1839	-	NA	ECK120008055	DUF2511 domain-containing protein YebY	NA	1923365	1923706	0	NP_416353.1
b1840	yebZ	1923719	1924591	-	0	"b1840,ECK1841,G7013,yebZ,ECK120003600"	"YebZ,ECK120008056,NP_416354.1"	ECK120003600	yebZ	b1840	-	NA	ECK120008056	putative inner membrane protein	NA	1923719	1924591	0	NP_416354.1
b1841	yobA	1924595	1924969	-	0	"b1841,ECK1842,G7014,yobA,ECK120003601"	"YobA,ECK120008057,NP_416355.1"	ECK120003601	yobA	b1841	-	NA	ECK120008057	CopC domain-containing protein	NA	1924595	1924969	0	NP_416355.1
b1842	holE	1925108	1925338	+	0	"b1842,ECK1843,EG11505,holE,ECK120001461"	"HolE,ECK120005937,NP_416356.1"	ECK120001461	holE	b1842	+	NA	ECK120005937	DNA polymerase III subunit &theta;	NA	1925108	1925338	0	NP_416356.1
b1843	yobB	1925440	1926096	+	0	"b1843,ECK1844,G7015,yobB,ECK120003602"	"YobB,ECK120008058,NP_416357.1"	ECK120003602	yobB	b1843	+	NA	ECK120008058	putative carbon-nitrogen hydrolase family protein YobB	NA	1925440	1926096	0	NP_416357.1
b1844	exoX	1926120	1926782	+	0	"b1844,ECK1845,G7016,yobC,exoX,ECK120003603"	"ExoX,YobC,ECK120008059,NP_416358.1"	ECK120003603	exoX	b1844	+	NA	ECK120008059	exonuclease X	NA	1926120	1926782	0	NP_416358.1
b1845	ptrB	1926779	1928839	-	0	"b1845,ECK1846,EG11004,tlp,ptrB,ECK120000993"	"OpdB,protease II,PtrB,Tlp,ECK120005469,NP_416359.1"	ECK120000993	ptrB	b1845	-	NA	ECK120005469	oligopeptidase B	NA	1926779	1928839	0	NP_416359.1
b1846	yebE	1929048	1929707	-	0	"b1846,ECK1847,EG11806,yebE,ECK120001740"	"YebE,ECK120006216,NP_416360.1"	ECK120001740	yebE	b1846	-	NA	ECK120006216	DUF533 domain-containing inner membrane protein YebE	NA	1929048	1929707	0	NP_416360.1
b1847	yebF	1930034	1930390	-	0	"b1847,ECK1848,EG11807,yebF,ECK120001741"	"YebF,ECK120006217,NP_416361.2"	ECK120001741	yebF	b1847	-	NA	ECK120006217	secreted protein YebF	NA	1930034	1930390	0	NP_416361.2
b1848	yebG	1930457	1930747	-	0	"b1848,ECK1849,EG11808,yebG,ECK120001742"	"YebG,ECK120006218,NP_416362.1"	ECK120001742	yebG	b1848	-	NA	ECK120006218	DNA damage-inducible protein YebG	NA	1930457	1930747	0	NP_416362.1
b1849	purT	1930881	1932059	+	0	"b1849,ECK1850,EG11809,purT,ECK120001743"	"5'-phosphoribosylglycinamide transformylase 2,GAR transformylase 2,GAR transformylase T,GART2,glycinamide ribonucleotide transformylase 2,PurT,ECK120006219,NP_416363.1"	ECK120001743	purT	b1849	+	NA	ECK120006219	phosphoribosylglycinamide formyltransferase 2	NA	1930881	1932059	0	NP_416363.1
b1850	eda	1932115	1932756	-	0	"b1850,ECK1851,EG10256,hga,kdgA,kga,eda,ECK120000250"	"Eda,Hga,KdgA,Kga,ECK120004726,NP_416364.1"	ECK120000250	eda	b1850	-	NA	ECK120004726	KHG/KDPG aldolase	NA	1932115	1932756	0	NP_416364.1
b1851	edd	1932793	1934604	-	0	"b1851,ECK1852,EG10257,edd,ECK120000251"	"Edd,ECK120004727,NP_416365.1"	ECK120000251	edd	b1851	-	NA	ECK120004727	phosphogluconate dehydratase	NA	1932793	1934604	0	NP_416365.1
b1852	zwf	1934839	1936314	-	0	"b1852,ECK1853,EG11221,zwf,ECK120001199"	"G6PDH,Zwf,ECK120005675,NP_416366.1"	ECK120001199	zwf	b1852	-	NA	ECK120005675	NADP<sup>+</sup>-dependent glucose-6-phosphate dehydrogenase	NA	1934839	1936314	0	NP_416366.1
b1853	yebK	1936652	1937521	+	1	"b1853,ECK1854,EG12860,hexR(P.a.),yebK,ECK120002406"	"YebK,ECK120006881,NP_416367.1"	ECK120002406	yebK	b1853	+	NA	ECK120006881	DNA-binding transcriptional repressor YebK	NA	1936652	1937521	1	NP_416367.1
b1854	pykA	1937649	1939091	+	0	"b1854,ECK1855,EG10803,pykA,ECK120000794"	"PykA,ECK120005270,NP_416368.1"	ECK120000794	pykA	b1854	+	NA	ECK120005270	pyruvate kinase II	NA	1937649	1939091	0	NP_416368.1
b1855	lpxM	1939222	1940193	-	0	"b1855,ECK1856,EG10614,mlt,msbB,waaN,lpxM,ECK120000607"	"LpxM,Mlt,MsbB,myristoyl-acyl carrier protein-dependent acyltransferase,WaaN,ECK120005083,NP_416369.1"	ECK120000607	lpxM	b1855	-	NA	ECK120005083	Lipid A biosynthesis myristoyltransferase	NA	1939222	1940193	0	NP_416369.1
b1856	mepM	1940313	1941635	-	0	"b1856,ECK1857,EG10013,yebA,mepM,ECK120000011"	"MepM,YebA,ECK120004487,NP_416370.2"	ECK120000011	mepM	b1856	-	NA	ECK120004487	peptidoglycan DD-endopeptidase MepM	NA	1940313	1941635	0	NP_416370.2
b1857	znuA	1941651	1942583	-	0	"b1857,ECK1858,G7017,yebL,yzzP,znuA,ECK120003604"	"YebL,YzzP,ZnuA,ECK120008060,NP_416371.4"	ECK120003604	znuA	b1857	-	NA	ECK120008060	Zn<sup>2+</sup> ABC transporter periplasmic binding protein	NA	1941651	1942583	0	NP_416371.4
b1858	znuC	1942662	1943417	+	0	"b1858,ECK1859,G7018,yebM,znuC,ECK120003605"	"YebM,ZnuC,ECK120008061,NP_416372.1"	ECK120003605	znuC	b1858	+	NA	ECK120008061	Zn<sup>2+</sup> ABC transporter ATP binding subunit	NA	1942662	1943417	0	NP_416372.1
b1859	znuB	1943414	1944199	+	0	"b1859,ECK1860,EG12368,yebI,znuB,ECK120002236"	"YebI,ZnuB,ECK120006711,NP_416373.1"	ECK120002236	znuB	b1859	+	NA	ECK120006711	Zn<sup>2+</sup> ABC transporter membrane subunit	NA	1943414	1944199	0	NP_416373.1
b1860	ruvB	1944346	1945356	-	0	"b1860,ECK1861,ruvB,ECK120004476"	"branch migration of Holliday structures, repair helicase,RuvB,ECK120008912,NP_416374.1"	ECK120004476	ruvB	b1860	-	NA	ECK120008912	Holliday junction branch migration complex subunit RuvB	NA	1944346	1945356	0	NP_416374.1
b1861	ruvA	1945365	1945976	-	0	"b1861,ECK1862,ruvA,ECK120004475"	"branch migration of Holliday structures, repair,RuvA,ECK120008911,NP_416375.1"	ECK120004475	ruvA	b1861	-	NA	ECK120008911	Holliday junction branch migration complex subunit RuvA	NA	1945365	1945976	0	NP_416375.1
b4677	yobI	1946115	1946180	-	0	"b4677,ECK4492,G0-10644,yobI,ECK120048856"	"YobI,ECK120048876,YP_002791244.1"	ECK120048856	yobI	b4677	-	NA	ECK120048876	uncharacterized protein YobI	NA	1946115	1946180	0	YP_002791244.1
b1862	yebB	1946251	1946853	+	0	"b1862,ECK1863,EG11136,yebB,ECK120001120"	"YebB,ECK120005596,NP_416376.2"	ECK120001120	yebB	b1862	+	NA	ECK120005596	putative papain-like amidase YebB	NA	1946251	1946853	0	NP_416376.2
b1863	ruvC	1946855	1947376	-	0	"b1863,ECK1864,EG10925,ruvC,ECK120000914"	"Holliday junction nuclease, resolution of structures, repair,RuvC,ECK120005390,NP_416377.1"	ECK120000914	ruvC	b1863	-	NA	ECK120005390	crossover junction endodeoxyribonuclease RuvC	NA	1946855	1947376	0	NP_416377.1
b1864	yebC	1947411	1948151	-	0	"b1864,ECK1865,EG11137,yebC,ECK120001121"	"YebC,ECK120005597,NP_416378.1"	ECK120001121	yebC	b1864	-	NA	ECK120005597	putative transcriptional regulator YebC	NA	1947411	1948151	0	NP_416378.1
b1865	nudB	1948180	1948632	-	0	"b1865,ECK1866,EG11138,ntpA,yebD,nudB,ECK120001122"	"NtpA,NudB,Orf17,YebD,ECK120033025,NP_416379.1"	ECK120001122	nudB	b1865	-	NA	ECK120033025	dihydroneopterin triphosphate diphosphatase	NA	1948180	1948632	0	NP_416379.1
b1866	aspS	1948750	1950522	-	0	"b1866,ECK1867,EG10097,tls,aspS,ECK120000093"	"AspRS,AspS,Tls,ECK120004569,NP_416380.1"	ECK120000093	aspS	b1866	-	NA	ECK120004569	aspartate&mdash;tRNA ligase	NA	1948750	1950522	0	NP_416380.1
b1867	yecD	1950832	1951398	+	0	"b1867,ECK1868,EG12378,yecD,ECK120002245"	"putative hydrolase,YecD,ECK120006720,NP_416381.2"	ECK120002245	yecD	b1867	+	NA	ECK120006720	isochorismatase family protein YecD	NA	1950832	1951398	0	NP_416381.2
b1868	yecE	1951395	1952213	+	0	"b1868,ECK1869,EG12379,yecE,ECK120002246"	"YecE,ECK120006721,NP_416382.1"	ECK120002246	yecE	b1868	+	NA	ECK120006721	DUF72 domain-containing protein YecE	NA	1951395	1952213	0	NP_416382.1
b1869	yecN	1952266	1952661	+	0	"b1869,ECK1870,G7019,yecN,ECK120003606"	"YecN,ECK120008062,NP_416383.4"	ECK120003606	yecN	b1869	+	NA	ECK120008062	MAPEG family inner membrane protein YecN	NA	1952266	1952661	0	NP_416383.4
b1870	cmoA	1952702	1953445	+	0	"b1870,ECK1871,G7020,yecO,cmoA,ECK120003607"	"CmoA,YecO,ECK120008063,NP_416384.1"	ECK120003607	cmoA	b1870	+	NA	ECK120008063	carboxy-<i>S</i>-adenosyl-L-methionine synthase	NA	1952702	1953445	0	NP_416384.1
